username,comment,rating,likes,create_time,comment_clean
jaw.calls,,5,0,1763298990,nan
rony.stark,,5,0,1761304871,nan
bawadi.foods,,5,0,1746448426,nan
hafid71,,5,0,1759897954,nan
anandashinta0,,5,0,1753963653,nan
anugrah_surya_dewata,,5,0,1762432722,nan
anugrah_surya_dewata,,5,0,1763267543,nan
denmas.media,,5,0,1751454585,nan
a*****p,,5,0,1740717996,nan
ridwanjekil,,5,0,1759394994,nan
bustanulamri22,,5,0,1753421945,nan
syafriemalau2903,,5,0,1759871045,nan
aarifhamam,,5,0,1749264051,nan
e*****0,,5,0,1746405125,nan
fahlupi,,5,0,1746764843,nan
ema_irma,,5,0,1761970892,nan
kastar_sianturi,,3,0,1763952292,nan
nuryanaindra,,5,0,1761232565,nan
adannst,,5,0,1748056307,nan
fiqrisaputrasibuea,,5,0,1749643817,nan
the_gunawans,,5,0,1765624777,nan
salit10,,5,0,1745970826,nan
hidayatyaseen,,5,0,1746593933,nan
kamanya12_,,5,0,1763446785,nan
allans1406,,5,0,1748149775,nan
hanz1309,,5,0,1764085368,nan
khaira.nimra,,5,0,1765526791,nan
j4d3r7_fp_,,5,0,1763007784,nan
denis.prayogaa,,4,0,1752627170,nan
supriadianto,,5,0,1760875738,nan
al_liwa_09,,5,0,1765019789,nan
rivcyzeen,,5,0,1761825020,nan
okkeshop5758,,5,0,1761193210,nan
arie_leuser95,,5,0,1763988166,nan
bijijeruuk,,5,0,1744636306,nan
herurosaria,,5,0,1744601968,nan
rasadanke,,5,0,1742313333,nan
_zhanapustaka21,,5,0,1741330997,nan
izk254us63,,5,0,1741310108,nan
indrawiryawan560,,5,0,1741073709,nan
ptjtncgps2,,5,0,1742012179,nan
sayuroyongs,,5,0,1745277578,nan
yudohandono,,5,0,1746061647,nan
adewasih09,,5,0,1746713647,nan
abdwhd92,,5,0,1746270197,nan
kimey8591,,5,0,1762768017,nan
sirjanfaozi,,5,0,1762765770,nan
sdp80,,5,0,1762826913,nan
ronaldo28,,5,0,1763288038,nan
meldaria09,,5,0,1762997900,nan
joelhasian,,5,0,1760604518,nan
syaefurrahman939,,5,0,1760710863,nan
ediwd,,5,0,1761027902,nan
doni220692,,5,0,1743501131,nan
okkyndayu,,5,0,1744025503,nan
intanalghifarimunawar,,5,0,1743857771,nan
alipsetiawanzaskia,,5,0,1751362343,nan
fvalfmb2i2,,5,0,1751861747,nan
muhamadibnukhosyim,,5,0,1757537387,nan
halimah.hs,,5,0,1757025479,nan
indrarevo,,5,0,1757191010,nan
j*****a,,5,0,1757033796,nan
ivandermch,,5,0,1757338474,nan
24v51tk8em,,5,0,1757687751,nan
ivanmpang,,5,0,1757817391,nan
danielrakapermana,,5,0,1757608921,nan
nhoveal_ranaldi,,5,0,1758530338,nan
hygwyn27,,5,0,1760078829,nan
zaenalhorisona,,5,0,1759752772,nan
sarahmaniezz,,5,0,1759810707,nan
labnaamayyadah,,5,0,1760143773,nan
ketti_18,,5,0,1760424288,nan
kdyudi18,,5,0,1760172944,nan
stevanusharysupriyanto,,5,0,1761558082,nan
siti.fatika85,,5,0,1761662407,nan
puspa_ofc,,5,0,1761709758,nan
teungkunovasariadi,,5,0,1761631002,nan
16okebanget,,5,0,1743158145,nan
veneziachristinee,,5,0,1747146054,nan
nawangwiyanti93,,5,0,1747507198,nan
paullowe,,5,0,1748816567,nan
aa_app.id,,5,0,1748969621,nan
bancexkediri,,5,0,1749366095,nan
cutcabela,,5,0,1750117409,nan
intaaanayul333,,5,0,1751039842,nan
wakadia81,,5,0,1752019325,nan
yogaarya14,,5,0,1752450424,nan
irvandawisnu3,,5,0,1752820061,nan
ahmad_abubakar_1971,,5,0,1753058881,nan
cael10,,5,0,1753370756,nan
adamkiki,,5,0,1753463734,nan
syahud80,,5,0,1756141570,nan
wulanfarhanahania,,5,0,1756218228,nan
saumsuargana11,,5,0,1756289492,nan
c*****e,,5,0,1755408323,nan
salamun94,,5,0,1756371458,nan
arisjuefry77,,5,0,1756395475,nan
joelhasian,,5,0,1760604518,nan
syaefurrahman939,,5,0,1760710863,nan
ediwd,,5,0,1761027902,nan
stevanusharysupriyanto,,5,0,1761558082,nan
teungkunovasariadi,,5,0,1761631002,nan
siti.fatika85,,5,0,1761662407,nan
puspa_ofc,,5,0,1761709758,nan
sirjanfaozi,,5,0,1762765770,nan
kimey8591,,5,0,1762768017,nan
sdp80,,5,0,1762826913,nan
meldaria09,,5,0,1762997900,nan
ronaldo28,,5,0,1763288038,nan
puputnovitasari341,,5,0,1763805554,nan
intandewdew10,,5,0,1763576828,nan
dedisaya,,5,0,1764015093,nan
awalalfar123,,5,0,1764121747,nan
marketglobal92,,5,0,1764826782,nan
dewa_komet,,5,0,1764928532,nan
adhitya.anggit,,5,0,1764150901,nan
dadiutomo17,,5,0,1764227225,nan
mboizsf07,,5,0,1764474238,nan
a*****3,,5,0,1765271666,nan
budybuday24,,5,0,1765021059,nan
yunitafitriyani209,,5,0,1763776281,nan
8mfyia6gg6,,5,0,1763795687,nan
gayuhpurnama05,,5,0,1765379942,nan
hiolasamad,,5,0,1765885599,nan
piutata,,4,0,1744385127,nan
pinoyprincess,,4,0,1741683599,nan
thries93995,,4,0,1742285096,nan
bemm_3l,,4,0,1758977790,nan
e*****5,,4,0,1760019830,nan
ali.mustain_76,,4,0,1751340801,nan
ibnubae839,,4,0,1756016606,nan
fikritiana13,,4,0,1761297895,nan
rodiansyahrodiansyah,,4,0,1761784855,nan
yoke_29bdg,,4,0,1765149256,nan
fiqihnrchy,,3,0,1744990944,nan
anggabangun485,,3,0,1760827495,nan
l*****y,,3,0,1754909837,nan
z*****e,,3,0,1762399835,nan
7j1x5eujon,,3,0,1764555363,nan
4zyy771,,2,0,1764827444,nan
jjnd7owzyt,,5,0,1749555687,nan
aryawirayudha2006,,5,0,1760511364,nan
maseya94,,5,0,1747136075,nan
aryantosalem88,,3,0,1762982423,nan
planet_motor1,,5,1,1763101560,nan
william181016,,5,1,1754879525,nan
wenirahmah,,3,0,1761382091,nan
ali_indonesia,,1,1,1763136656,nan
wandi_qori12,,1,1,1765593366,nan
s*****1,,1,2,1763136655,nan
ex3r7957fb,,1,1,1763136653,nan
