username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count
s*****7,"Garansi:life time
Fungsi:ok
Fitur:bagus

Bagus dan cepat. Packing nya juga aman.  Terima kasih buat seller yang sudah mengirimkan nya. Sukses terus",5,0,1742118247,garansi life time fungsi ok fitur bagus bagus dan cepat packing nya juga aman terima kasih buat seller yang sudah mengirimkan nya sukses terus,garansi life time fungsi ok fitur bagus bagus dan cepat packing nya juga aman terima kasih buat seller yang sudah mengirimkan nya sukses terus,24
aadit05,"Oke si produk kebaca 16gb 2666Mhz, padahal produk yang di beli sudah sama dengan spesifikasi laptop, hanya saja
- module manuf berbeda bukan merek samsung
- part number tidak terbaca
- dram manuf tidak kebaca

Saran, beli yang resmi resmi aja",3,6,1763931712,oke si produk kebaca 16gb 2666mhz padahal produk yang di beli sudah sama dengan spesifikasi laptop hanya saja module manuf berbeda bukan merek samsung part number tidak terbaca dram manuf tidak kebaca saran beli yang resmi resmi aja,oke si produk kebaca 16gb 2666mhz padahal produk yang di beli sudah sama dengan spesifikasi laptop hanya saja module manuf berbeda bukan merek samsung part number tidak terbaca dram manuf tidak kebaca saran beli yang resmi resmi aja,38
ginanjar_makmur,"Sepadan dengan Harga:murah bergaransi
Fitur Terbaik:sesuai dengan specknya

Semoga barangnya awet dan apabila ada kerusakan mudah cara claimnya.. makasi y gan",5,1,1734008342,sepadan dengan harga murah bergaransi fitur terbaik sesuai dengan specknya semoga barangnya awet dan apabila ada kerusakan mudah cara claimnya makasi y gan,sepadan dengan harga murah bergaransi fitur terbaik sesuai dengan specknya semoga barangnya awet dan apabila ada kerusakan mudah cara claimnya makasi y gan,23
sulunkpanen,"Fitur Terbaik:Oke
Sepadan dengan Harga:Mayan

Sesuai pesanan dan deskripsinya, belon dites mudah-mudahan cocok.",4,0,1758905908,fitur terbaik oke sepadan dengan harga mayan sesuai pesanan dan deskripsinya belon dites mudah mudahan cocok,fitur terbaik oke sepadan dengan harga mayan sesuai pesanan dan deskripsinya belon dites mudah mudahan cocok,16
lucky_kusumah,Ram berfungsi dengan baik sudah di pasang du laptop. Terima kasih,5,0,1749508931,ram berfungsi dengan baik sudah di pasang du laptop terima kasih,ram berfungsi dengan baik sudah di pasang du laptop terima kasih,11
o*****e,"Garansi:Full
Kinerja:Mantab
Fitur:Terbaik

Sdh order yg kepuluhan x
Servis MEMUASKAN
Masa garansi FULL digaransi
Amanah n The Best Olshop

Makasih kak
Moga lancar n sukses",5,0,1719205595,garansi full kinerja mantab fitur terbaik sdh order yg kepuluhan x servis memuaskan masa garansi full digaransi amanah n the best olshop makasih kak moga lancar n sukses,garansi full kinerja mantab fitur terbaik sdh order yg kepuluhan x servis memuaskan masa garansi full digaransi amanah n the best olshop makasih kak moga lancar n sukses,28
bennz.nevergiveup,baramg bagua.. paket Selalu tepat waktu. garansi lifetime nya tidak pernah mengecewakan 👍👍👍 super recomended saller deh..,5,0,1708937384,baramg bagua paket selalu tepat waktu garansi lifetime nya tidak pernah mengecewakan super recomended saller deh,baramg bagua paket selalu tepat waktu garansi lifetime nya tidak pernah mengecewakan super recomended saller deh,16
anamuf_q01,Barang sudah sampai dengan selamat. Belum diunbxing krn masih mo dibuka hari rabu. Datang lebih cepat dr estimasi. Terimakasih seller dan shopee.,5,0,1718526068,barang sudah sampai dengan selamat belum diunbxing krn masih mo dibuka hari rabu datang lebih cepat dr estimasi terimakasih seller dan shopee,barang sudah sampai dengan selamat belum diunbxing krn masih mo dibuka hari rabu datang lebih cepat dr estimasi terimakasih seller dan shopee,22
nicolassimanjuntak840,"Sepadan dengan Harga:sepadan dgn harga
Fitur Terbaik:kualitas samsung

Pengepakan rapi walau belum dicoba,pengiriman cepat",5,0,1706760461,sepadan dengan harga sepadan dgn harga fitur terbaik kualitas samsung pengepakan rapi walau belum dicoba pengiriman cepat,sepadan dengan harga sepadan dgn harga fitur terbaik kualitas samsung pengepakan rapi walau belum dicoba pengiriman cepat,17
fazza050598,"G kedetect sama sekali, udah pasang copot tetep black screen",1,0,1700210899,g kedetect sama sekali udah pasang copot tetep black screen,g kedetect sama sekali udah pasang copot tetep black screen,10
persijaevos,,5,0,1764416976,,nan,1
m*****d,Sudah langganan beli disini. Masih tetep TOP,5,0,1749713516,sudah langganan beli disini masih tetep top,sudah langganan beli disini masih tetep top,7
muhamadkodrimuhamadkodri,,5,0,1748676895,,nan,1
febribasuki,,5,0,1741759881,,nan,1
f*****a,"thanks yah bosku,, paket aman dan sdh onboard",5,0,1711355002,thanks yah bosku paket aman dan sdh onboard,thanks yah bosku paket aman dan sdh onboard,8
p*****i,Fungsi:berfungai,2,2,1759222951,fungsi berfungai,fungsi berfungai,2
f*****6,,5,1,1707568988,,nan,1
m*****h,"Sepadan dengan Harga:worth it
Fitur Terbaik:ok",5,0,1699711304,sepadan dengan harga worth it fitur terbaik ok,sepadan dengan harga worth it fitur terbaik ok,8
synlibre,,5,0,1736332088,,nan,1
amalia.zahara,,5,0,1740057805,,nan,1
fuadhilmani,,5,0,1736757222,,nan,1
dewaricardo,,5,0,1736902449,,nan,1
adzolsabklitnov,,5,0,1740043326,,nan,1
ipin_arkaan,,5,0,1737454283,,nan,1
p*****t,,5,0,1739338301,,nan,1
h*****i,,5,0,1715639678,,nan,1
ariefcorneles,,5,0,1739788412,,nan,1
fakhrudinnoor,,5,0,1740383418,,nan,1
f*****a,,5,0,1709512106,,nan,1
syofi0,,5,0,1705840359,,nan,1
lekakurnia,,5,0,1707452164,,nan,1
h*****a,,5,0,1719876584,,nan,1
mnoorhb,,5,0,1721827207,,nan,1
a*****o,,5,0,1729999058,,nan,1
qo2robert,,5,0,1728628036,,nan,1
ovels,,5,0,1725079678,,nan,1
fahmifajar2525,,5,0,1733722275,,nan,1
rugigo,,5,0,1704297568,,nan,1
hard.su_20,,5,0,1728426023,,nan,1
paulsan6355,,5,0,1725102904,,nan,1
,,5,0,1710622323,,nan,1
r*****e,,5,0,1728649733,,nan,1
iab24,,5,0,1707865737,,nan,1
bjotawon,,5,0,1716766513,,nan,1
herdian.id,,5,0,1716353116,,nan,1
kepokamu2,,5,0,1704338014,,nan,1
j*****9,,3,0,1711332653,,nan,1
cpsport_apparel,,4,0,1740628460,,nan,1
adzolsabklitnov,,5,0,1719455794,,nan,1
azizmiftakhul03,,4,0,1732104352,,nan,1
paktris628,,5,0,1716439295,,nan,1
o*****e,,5,0,1718350202,,nan,1
okiefansbase,,5,0,1727948828,,nan,1
riyanalmakhi,,5,0,1733277889,,nan,1
adri1984,,5,0,1739277801,,nan,1
ilhamyaufiq18,,5,0,1729247374,,nan,1
nishaghaisani,,5,0,1706146806,,nan,1
m.q.ibad,,5,0,1719721215,,nan,1
aysusanto,,5,0,1727952534,,nan,1
afritinos94,,5,0,1739248055,,nan,1
defatch,,5,0,1730682408,,nan,1
andikadwicahya123,,5,0,1708708355,,nan,1
csw2023,,5,0,1704252527,,nan,1
s*****o,,5,0,1709160857,,nan,1
jagung12,,5,0,1710082111,,nan,1
f*****n,,5,0,1710586472,,nan,1
ridwan8789,,5,0,1716529552,,nan,1
rifki26df,,5,0,1721379755,,nan,1
joniefendi,,5,0,1730082944,,nan,1
ibnu.hafidz,,5,0,1733099016,,nan,1
a*****3,,5,0,1734179580,,nan,1
suhendrik_tunggal,,5,0,1734190709,,nan,1
maryasaputra589,,4,0,1704047307,,nan,1
g9cm2z6djm,,4,0,1706852203,,nan,1
i*****9,,4,0,1730121020,,nan,1
gtektool,,5,0,1731674079,,nan,1
defatch,,5,0,1731673967,,nan,1
j*****s,,5,0,1703028783,,nan,1
aripware,,5,0,1702747623,,nan,1
deckydani,,5,0,1703029986,,nan,1
syastra_andi,,5,0,1702654624,,nan,1
n*****0,,5,0,1702383166,,nan,1
banranga,,5,0,1702368187,,nan,1
ronnik10,,5,0,1701908471,,nan,1
muhammadfadlansyakuro,,5,0,1700404987,,nan,1
h*****b,,5,0,1699858817,,nan,1
i*****5,,5,0,1699453432,,nan,1
chece,,5,0,1699283651,,nan,1
daffariski_,,5,0,1699270312,,nan,1
gantara.ansho,,5,0,1699016826,,nan,1
adityamuhochamadrizky,,5,0,1698920840,,nan,1
abdulwasik52,,5,0,1698415757,,nan,1
kuala535,,5,0,1698146771,,nan,1
mokustore,,5,0,1693740381,,nan,1
ariefs28,,5,0,1694231447,,nan,1
aripware,,5,0,1692059851,,nan,1
irsan.1805,,5,0,1693379804,,nan,1
khoirunnasikin95,,5,0,1692407086,,nan,1
fadh_nyakkuta,,5,0,1692548265,,nan,1
vtrajl6w01,,5,0,1690845898,,nan,1
a*****h,,5,0,1686392438,,nan,1
universal_laptop,,5,0,1686998130,,nan,1
srb_id,,5,0,1680693416,,nan,1
synysmike,,5,0,1680269484,,nan,1
graycicilia,,5,0,1678979307,,nan,1
quratul_aini,,5,0,1665270075,,nan,1
esarusdiana,,5,0,1670585899,,nan,1
a*****3,,5,0,1636283712,,nan,1
a*****7,,5,0,1665926926,,nan,1
febryoun6,,5,0,1665816464,,nan,1
f*****n,,5,0,1666843679,,nan,1
yokabe10,,5,0,1610601448,,nan,1
a*****9,,5,0,1604938186,,nan,1
saipullanwar__,,5,0,1662772699,,nan,1
k*****_,,5,0,1685906445,,nan,1
universal_laptop,,5,0,1681140438,,nan,1
sayacreatif,,5,0,1657019159,,nan,1
ittotokan,,5,0,1666922488,,nan,1
nurasriatun85,,5,0,1681642913,,nan,1
d*****0,,5,0,1681285061,,nan,1
s*****y,,5,0,1675431572,,nan,1
egi.ferdiand,,5,0,1683040515,,nan,1
namaku_amin,,5,0,1637407648,,nan,1
saringaditya653,,5,0,1673329051,,nan,1
kevinraden25,,5,0,1742526824,,nan,1
amarkenway,,5,0,1746708022,,nan,1
_rizky47,,5,0,1747846656,,nan,1
l*****i,,5,0,1741079890,,nan,1
priansyah_al,,5,0,1743240644,,nan,1
esarusdiana,,5,0,1745820068,,nan,1
chandra1227,,5,0,1743091599,,nan,1
rafiernandri,,5,0,1749208996,,nan,1
r_gozali,,5,0,1749041419,,nan,1
ilhamhinelo,,5,0,1750727348,,nan,1
adnugraha,,5,0,1752637247,,nan,1
a*****3,,5,0,1752644232,,nan,1
masdhane,,5,0,1752921591,,nan,1
v*****9,,5,0,1758847037,,nan,1
rycomp,,5,0,1759308678,,nan,1
i*****z,,5,0,1762325423,,nan,1
bajajturbo,,5,0,1750755511,,nan,1
alfikimi,,5,0,1744280578,,nan,1
diditandito,,5,0,1751606797,,nan,1
benk1971,,5,0,1747330286,,nan,1
e*****s,,5,0,1758780876,,nan,1
kirulbangtoyib,,5,0,1744876695,,nan,1
linaones,,5,0,1750421220,,nan,1
kak_zoel,,5,0,1746104568,,nan,1
azmita23,,5,0,1752653846,,nan,1
nurrizna,,5,0,1746081692,,nan,1
magitasupardi,,5,0,1762775501,,nan,1
mas.dewa_,,5,0,1760659900,,nan,1
indang_123,,4,0,1749250337,,nan,1
i*****6,,5,0,1742170611,,nan,1
i*****z,,5,0,1764005996,,nan,1
a*****8,,5,0,1765538003,,nan,1
eco_duren,,5,0,1751369918,,nan,1
p*****0,,5,0,1744378652,,nan,1
lusiana1117,,5,0,1745677337,,nan,1
a*****3,,5,0,1761528983,,nan,1
novrinaearlynasinaga,,5,0,1750531636,,nan,1
syahrudi1790,,5,0,1741245034,,nan,1
s*****3,,5,0,1741777762,,nan,1
alkarimzein,,5,0,1748345815,,nan,1
agus6202,,5,0,1745816171,,nan,1
ibadurrohman_store,,5,0,1749683470,,nan,1
a*****a,,5,0,1759033663,,nan,1
roy12o4,,5,0,1747631294,,nan,1
hefryzwardhana,,5,0,1747795278,,nan,1
wahyunurarifianto,,5,0,1758809168,,nan,1
bagussyaifull,,5,0,1745386317,,nan,1
adamswilliam,,5,0,1763731559,,nan,1
angga3y6,,5,0,1746185441,,nan,1
hafiz_rizki77,,5,0,1751389932,,nan,1
ts23pi,,4,0,1750079079,,nan,1
jerry_007,,5,0,1748082462,,nan,1
enolaashop,,5,0,1745481523,,nan,1
iphing25,,5,0,1741069372,,nan,1
bang.attar,,5,0,1752916368,,nan,1
knavinkids,,5,0,1747546753,,nan,1
e*****8,,5,0,1747973615,,nan,1
a*****m,,5,0,1763168340,,nan,1
mhdriyanarisandi,,5,0,1754041582,,nan,1
aryapradipaguard,,5,0,1765079519,,nan,1
faizilmannur,,5,0,1751932501,,nan,1
pitersonmaru,,5,0,1741176914,,nan,1
sawari101,,5,0,1750251823,,nan,1
ali_muhammad,,5,0,1749593177,,nan,1
o*****e,,5,0,1748405092,,nan,1
arrowsnx,,5,0,1762342211,,nan,1
russian17,,5,0,1751289312,,nan,1
denzugab,,5,0,1749610646,,nan,1
deabagus1992,,5,0,1746399456,,nan,1
m.nurul.huda,,5,0,1758842036,,nan,1
rizkypratamapratama212,,5,0,1751521650,,nan,1
arfanmakruf,,5,0,1749042820,,nan,1
ranahlaptoppku,,5,0,1745924827,,nan,1
vian_it01,,5,0,1746873098,,nan,1
r*****t,,5,0,1748838040,,nan,1
wahyudiadityapratama,,5,0,1761721130,,nan,1
b*****y,,5,0,1763025618,,nan,1
hen2drx,,5,0,1749710788,,nan,1
purwo1984,,5,0,1753693210,,nan,1
achmadi.winz,,5,0,1749096467,,nan,1
b*****8,,5,0,1763819903,,nan,1
buatbelanjaonlinetea,,5,0,1746669890,,nan,1
abdugaffar,,5,1,1756538252,,nan,1
maindigitalonline,,5,0,1742179324,,nan,1
sarimurnijakarta,,5,0,1744958472,,nan,1
amin159,,5,0,1747104468,,nan,1
adila_computer,,5,0,1747022663,,nan,1
a*****d,,5,0,1747003895,,nan,1
jfaez,,5,0,1747638741,,nan,1
aldinof.a,,5,0,1747745579,,nan,1
fayeddegiga,,5,0,1747906351,,nan,1
getmovin,,5,0,1741499685,,nan,1
irafiraf02,,5,0,1743926625,,nan,1
rahmathidayat051,,5,0,1744247504,,nan,1
pilip12news,,5,0,1745671776,,nan,1
adityapratikno,,5,0,1742519159,,nan,1
r*****0,,5,0,1749351962,,nan,1
zd2392r4hv,,5,0,1749836431,,nan,1
khansafayyadh,,5,0,1749269776,,nan,1
rkse_9syaj,,5,0,1749285823,,nan,1
anggieryu,,5,0,1750219562,,nan,1
frinaldi8,,5,0,1750405701,,nan,1
amaharto,,5,0,1755512290,,nan,1
gapo_indriawan,,5,0,1755437678,,nan,1
doypika,,5,0,1755307162,,nan,1
e*****9,,5,0,1755751213,,nan,1
r*****a,,5,0,1762096041,,nan,1
dhamars_store,,5,0,1751026547,,nan,1
dhewyatih,,5,0,1751097954,,nan,1
raiakbar19,,5,0,1751553493,,nan,1
r*****9,,5,0,1752472843,,nan,1
bayurohmandani,,5,0,1753281705,,nan,1
n*****a,,5,0,1753177594,,nan,1
miyoxmusic,,5,0,1753186551,,nan,1
aliefbataks0,,5,0,1753158361,,nan,1
sriharyati351,,5,0,1753070187,,nan,1
intan.f.m,,5,0,1754086013,,nan,1
ningratmochiandcake_official,,5,0,1753608388,,nan,1
agusmartuaparhusip,,5,0,1754109183,,nan,1
dapoermalala,,5,0,1754215864,,nan,1
jamukas,,5,0,1754273299,,nan,1
a*****8,,5,0,1754371241,,nan,1
rayamegastore,,5,0,1754804387,,nan,1
8gqxjxg_v6,,5,0,1754802984,,nan,1
zn.14,,5,0,1754826389,,nan,1
erickkristanto83,,5,0,1754825128,,nan,1
a*****8,,5,0,1756045908,,nan,1
a*****3,,5,0,1756021231,,nan,1
agus.fahmi08,,5,0,1756399516,,nan,1
arifwibowo2410,,5,0,1756333710,,nan,1
mkevinsebastian,,5,0,1756479753,,nan,1
8gqxjxg_v6,,5,0,1756423847,,nan,1
zicooo,,5,0,1756191831,,nan,1
p.n.y.u,,5,0,1756530535,,nan,1
a*****0,,5,0,1757060094,,nan,1
munehmuneh,,5,0,1757299337,,nan,1
syamswachid,,5,0,1757601334,,nan,1
nurholis89,,5,0,1756646888,,nan,1
f*****n,,5,0,1756908408,,nan,1
asri.storeee,,5,0,1757685299,,nan,1
szhan981,,5,0,1757736183,,nan,1
pace_naldo,,5,0,1757760656,,nan,1
ferykt,,5,0,1758358248,,nan,1
macaroni94,,5,0,1758622381,,nan,1
fadhilbeg,,5,0,1759258715,,nan,1
miqdadaalmus,,5,0,1761224750,,nan,1
nurimronn,,5,0,1761370357,,nan,1
_i.fann,,5,0,1761321070,,nan,1
r*****a,,5,0,1762096041,,nan,1
piyantama,,5,0,1765074108,,nan,1
l*****y,,5,0,1765080914,,nan,1
a*****i,,5,0,1765702454,,nan,1
pattalolohindi,,4,0,1750073501,,nan,1
dianurbaningrum,,4,0,1756964462,,nan,1
baehakifajri,,5,0,1749620108,,nan,1
,,5,0,1749562792,,nan,1
zumrotul_makrufah26,,5,0,1752671278,,nan,1
